"UpdatedMaster","StudyAbout","Decidestudyabout","Number_studies","SimilarStudy","SS_describe","Gender_Awareness","Gender_Aware_Des","Emotion_Awareness","Emotion_Aware_Desc","Psy_Course","IM_Non_Sex1","IM_Non_Sex2","IM_Non_Sex3","EM_Non_Sex1","EM_Non_Sex2","EM_Non_Sex3","NES1","NES2","NES3","NES4","NES5","NES6","BGenWorkplace1","BGenWorkplace2","BGenWorkplace3","BGenWorkplace4","BGenWorkplace5","Sexist_Beliefs1","Sexist_Beliefs2","Sexist_Beliefs3","Gender","Gender_4_TEXT","Age","Country","Country_3_TEXT","LivedUS","LivedSing","EnglishExperience","Edu_level","University","Corr_Cand_Gender","Correct_Emotion_Ang","Correct_Emotion_sad","Gender.Condition","Emotion.Condition","Power","Independence","Status.1","Hire","Yearly_Salary","Competent_R","Knowledgeable_R","Warm","Likeable","In_Control_R"
10,"gender and hiring decisions ","2","3","No","","3","","9","I thought the candidate appeared to be passing the blame onto their co-worker and the anger they expressed seemed like it could be off-putting for potential employers ","Yes",7,7,7,4,4,4,3,7,6,7,3,4,4,6,6,7,6,1,2,1,"Female","",19,"United Kingdom","",NA,NA,"19","Some university","Yes","Female","3",3,"Female","Angry",4,6,6,6,"30000",5,4,4,5,5
10,"It is about investing what type of response will be appropriate or accepted when employees made mistakes on work.","2","3","No","","1","","9","When the candidate said angry, I would think that he is not a very clam person and would easily influenced by his emotion when dealing with daily work.","Yes",6,6,7,7,1,1,3,1,1,2,2,1,6,6,6,6,6,6,6,1,"Female","",23,"Other (please indicate):","China",0,0,"5","Some graduate/postgraduate education","Yes","Male","6",6,"Male","Angry",4,4,4,4,"15000",5,7,4,4,5
10,"How well describing a situation in which the interviewee had no control over the outcome but still made them look bad influenced how likely an employer was to hire them.","3","1","No","","1","","9","Because they were sad it seemed they were regretful of the fact that they lost the account and so it is possible they may take steps in the future to not make the mistake of travelling in separate cars again. ","Yes",7,6,7,7,5,5,5,5,7,5,6,1,6,6,6,6,6,5,7,1,"Male","",21,"United Kingdom","",0,0,"21","Some university","Yes","Male","1",5,"Male","Sad",6,6,7,7,"35000",7,6,8,8,7
10,"If this person was good enough to be hired for a successful job.","1","1","No","","1","","2","","Yes",7,7,7,7,4,4,2,7,6,5,4,2,7,7,7,7,6,1,1,1,"Female","",19,"United Kingdom","",0,0,"19","Some university","Yes","Female","2",6,"Female","Sad",4,4,4,6,"30000",5,5,8,9,8
10,"How individuals interpret others emotions and reactions to a bad/hostile situation in job interviews with little background knowledge of the person or job. ","2","6","No","","1","","7","The fact it was an accident and he got angry - in a job interview i would have referred to it as disappointed, and explain perhaps how I would have overcome it if the situation was to arise again. It was an accident and he seemed to shift the blame onto his co-worker - being seen as a team player is vital in job interviews. ","Yes",7,7,6,1,1,1,5,6,6,6,4,5,3,7,5,6,6,2,2,1,"Female","",19,"United Kingdom","",NA,NA,"19","High school degree/completed secondary school","Yes","Male","4",2,"Male","Angry",4,6,6,6,"30000",6,6,5,5,6
10,"Perception of people based on little info","2","4","No","","1","","5","","Yes",7,7,7,7,7,7,2,3,5,7,2,1,5,7,6,7,6,1,1,1,"Male","",19,"United Kingdom","",NA,NA,"19","Some university","Yes","Female","2",6,"Female","Sad",6,9,9,9,"25000",3,4,8,6,8
10,"The ways that people make judgements about working professionals. ","1","6","No","","1","","3","","Yes",7,7,7,3,3,3,2,4,3,3,3,3,3,3,6,6,4,2,4,2,"Female","",20,"United Kingdom","",0,0,"11","University degree","Yes","Female","4",6,"Male","Sad",6,6,6,6,"",7,6,8,7,6
10,"I have no idea","3","5","No","","5","","7","when she told us she was angry - comes across as unlikeable ","Yes",4,4,5,5,5,5,4,4,5,5,5,3,2,2,2,4,4,5,5,2,"Male","",22,"United Kingdom","",0,0,"22","Some university","Yes","Female","5",5,"Female","Angry",6,7,6,6,"30000",6,6,4,4,6
10,"first impressions","2","15","No","","1","","6","he regreted the loss of the account showing that he would do his best not to repeat this action","Yes",6,6,7,2,1,1,5,7,6,5,5,6,5,6,6,6,7,1,1,1,"Female","",20,"United Kingdom","",0,0,"20","Some university","Yes","Male","3",5,"Male","Sad",8,9,7,8,"37000",4,3,8,7,6
10,"How employees get hired based on negative reactions ","3","13","No","","5","","8","It just reflects how much they take they're work seriously...","Yes",6,6,5,4,3,3,6,1,5,4,3,1,4,5,4,5,4,6,2,2,"Female","",20,"United Kingdom","",0,0,"20","Some university","Yes","Male","1",5,"Female","Sad",6,9,7,6,"",7,6,4,6,8
10,"looking at whether negative questions in interviews are useful indicators of applicants abilities","2","10","No","","1","","5","","Yes",6,6,7,6,2,3,5,3,5,6,3,3,5,5,6,6,5,3,4,3,"Female","",21,"United Kingdom","",0,0,"21","Some graduate/postgraduate education","Yes","Male","5",3,"Male","Angry",6,5,6,7,"30000",5,6,6,6,6
10,"To assess the utility of questions that employers commonly ask in interviews to gain an understanding and picture of the interviewee. Analysing participants' responses will help reflect on whether the conclusions drawn from answers are fair, and whether the questions and number of questions asked ensure employers get a fuller picture of the interviewee.","2","4","No","","2","","7","The candidate was angry at her colleague which is understandable and good to see, as it showed that the candidate cared. However, the angry emotion seemed to be aimed at the colleague only, and not towards the whole scene: the bad luck of getting lost in traffic and the fact that they split the responsibility the way they did.","Yes",6,6,4,2,2,2,5,6,4,2,5,3,3,5,3,5,5,5,4,2,"Male","",23,"United Kingdom","",0,0,"23","Some graduate/postgraduate education","Yes","Female","5",5,"Female","Angry",3,6,4,5,"35000",5,7,3,4,9
10,"I don't know","2","0","No","","1","","3","","Yes",6,7,7,2,1,2,2,5,6,4,5,3,5,6,3,5,7,7,5,5,"Female","",20,"United Kingdom","",0,0,"20","Some university","Yes","Female","6",2,"Female","Angry",6,8,8,6,"23000",4,5,3,3,8
10,"locus of control and its affect upon hiring ","2","15","No","","1","","1","","Yes",7,4,4,7,7,7,5,6,5,5,4,2,6,7,5,6,6,6,6,1,"Male","",19,"United Kingdom","",0,0,"19","University degree","Yes","Male","3",6,"Male","Sad",3,3,2,2,"25000",9,8,9,8,4
10,"About participant's judgement of someone's character based on their answers","3","2","No","","1","","8","The emotions portrayed were not what influenced me, it was more so the fact only her emotions were described. ","Yes",7,5,4,1,1,1,3,4,5,6,4,4,4,6,5,6,5,3,3,1,"Female","",22,"United Kingdom","",0,0,"22","Some graduate/postgraduate education","Yes","Female","2",7,"Female","Sad",7,4,7,6,"22000",5,7,7,7,7
10,"first impressions of people","2","10","Yes","you read extracts about a number of people and had to choose who you would want to work with","6","Because of male stereotypes, I interpreted him as being more verbal and visibly angry at the situation","8","It is quite unprofessional for people to be annoyed and angry at work, especially when they made easily avoidable mistakes ","Yes",6,5,6,6,5,4,3,3,4,4,3,1,5,5,4,5,4,7,3,1,"Female","",19,"United Kingdom","",0,4,"19","Some university","Yes","Male","5",2,"Male","Angry",5,6,5,6,"20000",8,4,5,4,5
10,"how emotional language impacts ones impression of someone","2","15","No","","8","Men who behave in an angry way immediately put up red flags for me and make them seem less trustworthy","8","To me, being angry seems inappropriate since it was just a matter of unfortunate circumstances. Keeping a level head in business is important.","Yes",7,7,7,6,7,3,4,6,5,7,6,5,7,7,7,7,7,2,2,1,"Female","",20,"United Kingdom","",18,0,"20","Some university","Yes","Male","5",2,"Male","Angry",4,5,5,4,"35000",5,5,4,4,7
10,"perceptions of others ","2","7","No","","7","I thought it was a man at first, but then it said woman and my opinion changed, thinking of the person in a more emotional lens. ","6","Made me feel bad for her. ","Yes",7,7,7,5,2,4,5,7,5,5,5,6,5,6,6,6,6,1,1,1,"Female","",18,"United States","",18,0,"18","Some university","Yes","Female","1",5,"Female","Sad",5,6,5,8,"50000",5,5,8,8,5
10,"I have no idea","","16","No","","5","","7","His honesty and portrayal of emotion make me like him more. ","Yes",7,7,7,2,1,1,4,7,5,6,7,7,6,7,6,7,6,2,1,1,"Female","",19,"United Kingdom","",NA,NA,"","Some university","Yes","Male","2",5,"Male","Sad",10,10,10,6,"",4,5,6,7,4
10,"To see if negative questioning makes you think a certain way about a candidate (i.e. the effects of negative questioning)","2","","No","","3","","6","It also made me feel annoyed that she'd lost a client because of someone else","Yes",7,7,7,1,3,1,3,6,4,4,4,2,6,6,1,7,6,1,1,1,"Female","",20,"United Kingdom","",NA,NA,"20","Some university","Yes","Female","5",3,"Female","Angry",6,5,6,7,"",4,4,7,7,6
10,"How negative questions in interviews influence an interview, such as how the interviewee comes across to the interviewer.","2","7","No","","4","","7","He was calm, so came across as responsible","Yes",7,5,7,6,3,4,3,6,3,5,2,4,5,7,5,5,5,5,2,2,"Female","",19,"United Kingdom","",0,0,"19","Some university","Yes","Male","2",5,"Male","Angry",5,7,6,5,"31000",3,4,7,7,6
10,"How answers to questions that require candidates to answer with something that could potentially put them in a less than optimal light in the eyes of the hiring manager impact the perception of the candidate? I was quite confused by the words used in the rating process so I am not sure ","3","15","No","","1","","9","The way they worded their answer and afterwards described themselves as angry, even if a perfectly normal emotional response to that kind of situation,  made me lean towards a more negative opinion as they were putting all the blame on the co-worker, which is usually not a good trait to have","Yes",7,7,7,1,1,1,6,6,6,7,6,5,5,5,5,5,4,3,1,1,"Female","",21,"United Kingdom","",NA,NA,"","Some university","Yes","Female","6",2,"Female","Angry",5,7,6,6,"35000",6,6,6,6,5
10,"Either related to gender in interviews or responses to negative questions","2","10","No","","5","","9","The candidate stated they felt sad about losing the account, which given that they lost the account due to their colleague shows they may be understanding of other people.","Yes",7,7,7,7,5,5,1,5,5,6,5,4,6,6,6,6,6,4,4,5,"Male","",22,"United Kingdom","",0,0,"22","Some university","Yes","Female","1",7,"Female","Sad",8,9,8,9,"60000",4,5,8,8,4
10,"Forming opinions of people and how we perceive them","3","5","No","","1","","6","Felt sorry for him slightly and made me connect with him more as he was honest","Yes",6,5,6,5,5,5,2,6,4,3,5,2,5,6,6,6,6,5,5,2,"Female","",21,"United Kingdom","",NA,NA,"21","University degree","Yes","Male","2",4,"Male","Sad",3,3,4,3,"",9,6,8,7,9
10,"I still have no particular theories about the purposes of this study ","3","7","No","","1","I didn't notice any factors which might have been affected by gender in my mind at the time of consideration.","5","I did not interpret the experience of anger/annoyance on her behalf as a negative factor. I would have been the same.","Yes",7,7,5,2,1,1,3,1,5,7,4,1,2,6,4,6,4,5,7,1,"Male","",20,"United Kingdom","",0,0,"20","Some university","Yes","Female","2",1,"Female","Angry",5,7,5,6,"",5,5,4,7,5
10,"First impressions of candidates in interviews ","2","1","No","","1","","7","Seemed apologetic ","Yes",7,7,7,7,1,1,7,7,7,6,7,7,5,7,5,6,6,4,5,1,"Female","",22,"United Kingdom","",NA,NA,"22","Some university","Yes","Male","4",6,"Male","Sad",5,5,5,6,"25000",4,6,8,8,8
10,"How a person's reaction to negative interview questions may affect others' perception of their competence and ability as an employee","2","3","No","","1","","6","The way the candidate explained they were 'really sad' without really expanding or elaborating on that wasn't a very detailed or constructive way of reflecting on the situation described ","Yes",7,7,7,7,1,1,5,6,2,4,2,4,4,7,7,7,7,1,1,1,"Female","",19,"United Kingdom","",0,0,"19","Some university","Yes","Female","1",4,"Female","Sad",7,5,7,6,"35000",5,5,3,2,6
10,"How interviewees are perceived based on their answers to questions.","3","7","No","","5","","7","He seemed like a genuine guy which goes a long way - he clearly showed that it was frustrating experience for him and one which he regrets","Yes",4,4,4,4,5,4,1,6,4,5,6,3,4,5,4,4,3,6,6,1,"Male","",19,"United Kingdom","",0,0,"19","Some university","Yes","Male","2",2,"Male","Angry",7,7,7,6,"25000",7,7,9,10,5
10,"This study looks at what how interviewer's question may affect the person being interviewing.","2","6","No","","1","","6","","Yes",6,5,7,3,2,2,4,7,5,6,4,5,4,5,4,3,5,3,2,2,"Female","",18,"United Kingdom","",0,0,"15","University degree","Yes","Female","3",6,"Female","Sad",7,9,8,6,"21000",5,7,6,7,5
10,"Rating interview candidates","1","7","No","","7","I would not expect a man to express an emotion like that in a job interview, but then again, I don't know if I would expect that from any gender.","9","He seemed more honest and truly commited to his current job, which would apply to his prospective job too.","Yes",7,7,7,7,2,2,2,7,4,7,3,5,7,7,7,5,6,1,1,1,"Female","",20,"United Kingdom","",0,0,"12","High school degree/completed secondary school","Yes","Male","1",5,"Male","Sad",4,7,8,6,"30000",4,4,10,8,3
10,"The impact of speaking negatively about oneself and the effect it has on other people's perceptions","2","5","No","","7","As a female answering reading and responding to the interview excerpt I may have been less harsh n my interpretation of the interviewee or perhaps gave her the benefit of the doubt.","2","","Yes",7,7,7,3,2,1,2,5,3,6,2,4,6,6,6,7,5,1,6,1,"Female","",18,"United Kingdom","",NA,NA,"18","University degree","Yes","Female","1",4,"Female","Angry",8,8,7,9,"28000",4,5,8,9,7
10,"The study was about the first impression we form from a brief information.","2","3","No","","5","","7","The candidate looked for ways that were external to his control to blame for loosing the client. If the candidate was able enough, even without the relevant material, he/she could have given a brief to the client until his colleague arrived.","Yes",6,6,7,7,2,2,3,6,6,6,6,5,5,5,3,5,5,4,3,2,"Male","",21,"United Kingdom","",0,0,"21","Some graduate/postgraduate education","Yes","Male","6",3,"Male","Angry",6,7,7,6,"35000",4,5,4,4,8
10,"emotional impression","3","","No","","5","","9","The use of emotional words has influenced my choice","Yes",1,1,7,1,1,1,2,6,6,5,4,4,4,5,6,6,6,1,1,1,"Female","",21,"United Kingdom","",2,0,"20","Some university","Yes","Male","2",6,"Female","Sad",3,2,3,3,"15000",9,6,5,6,9
10,"I think it was about how someone talks about their weaknesses affects our perception of them.","2","10","No","","1","","5","","Yes",6,6,6,5,3,4,4,3,4,5,2,2,4,4,5,5,5,7,7,1,"Male","",19,"United Kingdom","",0,0,"17","Some university","Yes","Male","3",5,"Male","Sad",3,4,3,3,"20000",3,3,4,4,8
10,"To understand ways that people make judgements about working professionals ","1","15","No","","3","","7","In an interview setting, strong negative emotions like ""angry"" come across as intense ","Yes",5,5,5,4,2,2,4,6,4,6,4,2,4,6,4,5,6,4,5,4,"Female","",23,"United Kingdom","",0,0,"23","Some university","Yes","Male","5",2,"Male","Angry",5,7,6,6,"35000",3,6,6,6,3
10,"How answering questions in an interview leads to perception of the person","2","6","No","","1","","7","I thought quick to anger rather than a cool head would impact their ability in a job","Yes",7,7,7,2,2,2,3,7,4,7,4,5,2,7,6,7,7,2,1,1,"Female","",19,"United Kingdom","",0,0,"19","Some university","Yes","Female","5",3,"Female","Angry",7,6,7,6,"35000",4,5,3,4,7
10,"how responding negatively in an interview can bias your impressions of someone ","2","10","No","","1","","7","It did not seem very professional, he did not take responsibility for his actions, not appropriate for interview ","Yes",7,7,7,4,4,4,5,6,6,7,5,5,5,6,6,7,6,1,2,2,"Female","",21,"United Kingdom","",NA,NA,"","Some university","Yes","Male","4",4,"Male","Angry",6,6,5,6,"30000",7,8,6,6,7
10,"Impressions of a person based on a mistake made in their job, as read from a transcript.","2","10","No","","1","","7","The fact that she was frustrated and annoyed at losing the deal with a client showed how she values her job and suggests that this is a situation she is not usually in. It also hints that, if she had the materials and was working alone, this situation might not have arose. ","Yes",7,7,7,1,1,1,4,6,1,5,3,4,4,6,6,7,7,3,1,1,"Female","",20,"United Kingdom","",0,0,"20","Some university","Yes","Female","5",3,"Female","Angry",6,8,8,6,"20000",4,5,4,8,6
10,"How you view people based on their talking habits and behaviour.","1","8","No","","1","","9","I believe that the words used made the person appear more genuine, resulting in me thinking they're more trustworthy.","Yes",4,4,6,6,6,6,4,6,7,6,5,6,3,5,4,5,5,2,4,1,"Female","",18,"United Kingdom","",0,0,"14","Some university","Yes","Male","2",5,"Male","Sad",5,7,6,8,"25000",5,6,8,7,7
10,"fundamental attribution error - how people evaluate others based on an action perceived","2","20","No","","1","","7","he felt sad ... this influence my answer in the question how cold or warm he was ... he was able to show emotion ... warm","Yes",3,3,3,5,2,5,7,4,2,1,2,1,5,5,2,5,4,6,3,1,"Male","",22,"United Kingdom","",0,0,"12","Some university","Yes","Male","1",6,"Female","Sad",4,3,4,4,"35000",8,7,7,5,8
10,"asking people to interpret others' competence and confidence through dialogue (semantic information).","3","10","No","","7","in the conversation, the candidate showed equally vulnerbility, for me, I interpreterd this candidate as a male. However, I would rate the candidate higher, if I thought the candidate a female in the first place.","5","","Yes",5,5,5,7,4,4,5,5,4,6,5,4,4,5,5,5,5,3,3,3,"Female","",19,"Other (please indicate):","CHINA",0,0,"15","Some university","Yes","Male","3",6,"Male","Sad",5,7,8,6,"5",6,5,6,5,6
10,"How the behavior of the candidates under question affected the employer's hiring decision.","1","8","No","","1","","7","She seem to feel upset about the mistake her and her colleague made so I felt empathetic to how she learned from her mistakes.","Yes",7,7,7,1,7,2,5,5,3,3,3,3,6,7,7,6,6,1,1,1,"Female","",20,"United Kingdom","",0,2,"20","Some university","Yes","Female","3",5,"Female","Angry",6,7,7,6,"35000",4,7,8,7,8
10,"Seeing how mistakes can impact your views of a person overall","2","15","No","","1","","1","","Yes",7,7,7,2,2,1,1,3,1,2,1,1,5,5,5,4,4,1,1,1,"Male","",20,"United Kingdom","",NA,NA,"20","Some university","Yes","Male","5",2,"Male","Angry",4,4,4,3,"30000",8,7,5,5,7
10,"The use of positive and negative questions in interviews and the effects of these on the opinion of those being interviewed. ","2","9","No","","1","","5","","Yes",7,6,7,1,1,1,2,5,2,2,2,4,4,4,6,6,4,1,2,1,"Female","",19,"United Kingdom","",NA,NA,"19","Some university","Yes","Female","1",2,"Female","Sad",5,6,5,5,"35000",5,4,6,6,8
10,"Understanding how employers think towards their candidates through evaluating the employee`s job performance or thoughts regarding his current job.","3","23","No","","1","","9","The fact that the candidate stated that she felt upset and that she stressed about her colleague arriving at the meeting, expressed her involvement and willingness to do well. Therefore, her engagement made me think she cares about her job performance and wants to do well.","Yes",7,7,7,7,4,4,4,1,2,3,2,1,4,5,3,3,3,7,1,1,"Female","",21,"United Kingdom","",0,0,"11","University degree","Yes","Female","1",7,"Female","Sad",2,8,5,9,"20000",1,1,8,10,11
10,"Job interviewers perceptions judgments of interviewees who admit to previous failures","1","7","No","","5","","6","","Yes",5,4,6,6,3,2,2,4,3,4,5,1,5,5,4,5,4,2,2,1,"Female","",19,"United Kingdom","",0,0,"20","Some university","Yes","Female","5",3,"Female","Angry",8,7,6,8,"30000",3,3,6,7,6
10,"language and its effect on peoples opinions","3","5","No","","5","i didn't even think about it but it probably did now i think about it ","9","because he didn't do anything wrong, it was just bad luck. so of course he is going to feel down because he really needed that account. ","Yes",7,7,7,2,4,3,6,6,6,6,6,5,5,5,6,7,7,5,1,1,"Female","",19,"United Kingdom","",0,0,"19","Some university","Yes","Male","1",7,"Male","Sad",8,9,8,10,"",4,4,9,9,5
10,"Potentially an exploration of the ways in which we find ourselves tempted to draw wider inferences about people on the basis of a fairly brief, limited encounter - in this case one in which the stranger we're being asked to assess is framed in a slightly negative context. ","2","1","No","","5","","6","When wishing to assess somebody in terms of their being agreeable/rational/competent (qualities which are perhaps assumed to be desirable in a job relating to business), an admission of having been angry at a situation appears to slightly contradict these assumed qualities. I also understand however, that some people may take this expressed anger as being an indicator of 'passion', a.k.a caring about their work, and so I felt less tempted to stray to the extremes of the rating scales. ","Yes",6,5,7,4,3,4,6,6,6,6,6,6,5,7,7,6,6,1,1,1,"Male","",31,"United Kingdom","",NA,NA,"31","University degree","Yes","Male","5",4,"Male","Angry",7,6,7,7,"27000",6,7,5,7,7
10,"language choice on perception of status","3","7","No","","1","","6","the use of the term ""sad"", connoted that little responsibility had been felt.   ","Yes",7,7,5,4,2,2,1,7,7,3,3,4,5,7,6,NA,5,1,2,1,"Female","",19,"United Kingdom","",0,0,"","Some university","Yes","Male","1",5,"Male","Sad",4,6,6,8,"",5,5,9,5,5
10,"Initial impressions of someone?","2","20","No","","1","","5","","Yes",7,7,7,4,4,4,6,6,6,7,6,4,5,5,5,5,5,1,4,1,"Female","",24,"United Kingdom","",0,0,"24","Some university","Yes","Male","5",3,"Male","Angry",4,4,3,5,"19000",9,6,6,5,8
10,"I think the study was about hiring decisions but I don't really know what in particular...","3","10","No","","5","","6","The candidate mentioned that they felt very annoyed after the mistake which showed that the candidate cared about the situation and their mistake, which is a good attribute for a job applicant. ","Yes",7,7,7,5,6,6,4,6,4,3,3,6,5,5,5,6,5,1,1,1,"Female","",19,"Other (please indicate):","Germany",0,0,"14","Some university","Yes","Male","6",2,"Female","Angry",4,4,4,4,"30000",7,7,5,5,7
10,"Studying how people perceive others based on limited information ","2","20","No","","5","I noticed that there was a female name and thought that the study may have been studying gender bias. ","7","I was looking for emotions to predict how they might react to situations in the future ","Yes",7,7,7,4,5,7,6,6,7,7,3,4,5,7,6,6,6,4,3,1,"Female","",22,"United Kingdom","",0,0,"22","Some university","Yes","Female","3",5,"Female","Sad",4,3,5,3,"20000",9,3,5,7,9
10,"my perception of individuals based on a transcript","1","6","No","","1","","1","","Yes",7,7,4,7,7,7,4,6,2,6,3,3,5,5,5,7,6,5,1,2,"Female","",19,"United Kingdom","",0,0,"19","High school degree/completed secondary school","Yes","Female","5",4,"Female","Angry",8,8,7,9,"30000",3,2,8,8,5
10,"Interviewer style and first impressions.","2","5","No","","1","","8","The candidate seemed cold and quite immature.","Yes",7,7,7,1,1,1,6,7,2,5,7,5,6,7,7,7,7,1,1,1,"Female","",18,"United Kingdom","",NA,NA,"18","Some university","Yes","Male","4",1,"Male","Angry",5,4,5,3,"40000",8,7,3,3,7
10,"How a person's responses to negative job interview questions shape the interviewer's perception of their personality and prediction of their future behaviour, robustness and general competence.","3","7","No","","1","","9","The candidate said losing the deal made her 'very sad' - This conveyed a lack of robustness to me. An employee needs to be able to recover from set-backs and not let it affect them emotionally. ","Yes",7,7,7,7,5,6,3,6,3,2,5,5,6,7,7,7,6,1,1,1,"Female","",20,"United Kingdom","",0,0,"20","Some university","Yes","Female","3",5,"Female","Sad",3,2,2,1,"15000",9,7,7,4,7
10,"About people's perception of honest in failure ","1","0","No","","5","","6","I have noticed that I am emphasising with the person ","Yes",6,6,6,3,2,2,2,6,6,4,6,4,4,4,4,4,4,7,7,1,"Male","",21,"United Kingdom","",0,0,"10","University degree","Yes","Male","1",6,"Male","Sad",6,7,7,9,"35000",4,5,8,8,7
10,"The answer to 'negative questions' and the effect it has on the your perception of the interviewee","2","5","No","","1","","5","","Yes",6,7,7,6,6,6,6,5,5,5,5,3,5,5,5,5,3,6,7,1,"Male","",20,"United Kingdom","",NA,NA,"20","Some university","Yes","Female","3",2,"Female","Angry",4,6,5,6,"35000",7,7,5,4,4
10,"How interview answers impact your impression of someone/give you an impression of someone.","2","13","No","","7","I imagined the male candidate getting angrier than I would have probably done with a female candidate.","9","It influenced my opinion on how well the candidate would deal with negatives.","Yes",7,7,6,7,7,5,5,6,5,5,5,4,5,7,7,6,5,5,1,1,"Female","",18,"United Kingdom","",NA,NA,"18","Some university","Yes","Male","5",4,"Male","Angry",7,7,7,6,"",3,4,5,6,6
11,"IT WAS ABOUT A JOB INTERVIEW WHERE THE CHARACTERISTICS OF A POTENTIAL EMPLOYEE HAD TO BE IDENTIFIED","1","2","No","","1","","1","","No",7,7,7,1,1,1,5,6,2,3,5,4,1,1,1,4,7,7,7,1,"Male","",23,"United Kingdom","",0,0,"20","Some graduate/postgraduate education","Yes","Male","6",4,"Male","Angry",3,9,6,10,"25000",6,6,7,6,5
11,"Don't know. ","3","20","No","","1","","9","Candidate seemed quite angry and liable to lose his temper, which is a sign of other incompetencies in the workplace and might not make him suited to any position. ","No",7,7,7,1,1,1,6,5,5,7,6,5,7,7,7,7,7,1,7,1,"Male","",21,"Other (please indicate):","Malaysia",0,0,"21","University degree","Yes","Male","4",2,"Male","Angry",5,5,5,5,"20000",5,7,7,4,7
11,"To examine the effect of perception on an individuals""schances of employment","2","0","No","","1","","1","","No",5,4,3,5,5,5,6,5,4,4,5,4,4,6,5,5,4,7,6,4,"Male","",22,"United Kingdom","",0,0,"20","University degree","Yes","Female","5",5,"Female","Sad",6,8,6,6,"25000",8,6,6,7,6
11,"I think this study was about examining the effects that negative questions would have on the perception of a job applicant. ","3","6","No","","1","","6","When they ended their answer, they ended it on a negative note as if they were still hung up about it. ","Yes",7,7,7,4,4,4,5,5,4,5,5,5,6,7,7,7,6,4,4,4,"Female","",21,"Other (please indicate):","Malaysia",NA,NA,"18","Some university","Yes","Male","5",5,"Male","Angry",6,6,6,6,"23000",6,6,4,6,7
11,"To evaluate the competence of job-seeker","2","10","No","","5","","8","The expression of the candidate somehow gives perception to employer that the candidate is ready or not for facing challenges in real work","No",6,7,7,6,6,5,5,3,5,3,3,2,5,4,6,3,7,4,3,3,"Female","",22,"Other (please indicate):","malaysia",NA,NA,"15","University degree","Yes","Male","5",6,"Male","Angry",5,8,6,5,"18000",5,4,4,6,7
11,"Hiring Decisions","1","4","No","","1","","5","","Yes",4,4,6,5,3,4,4,1,5,NA,6,1,5,4,5,4,4,5,5,5,"Female","",21,"Other (please indicate):","Malaysia",NA,NA,"10","University degree","Yes","Male","4",4,"Male","Sad",5,8,5,7,"500",8,5,6,6,4
11,"Study the decisions people make when hiring.","1","5","No","","1","","6","","No",1,7,7,1,1,1,7,7,7,7,7,7,4,4,1,3,3,1,1,1,"Male","",20,"United Kingdom","",1,0,"3","University degree","Yes","Male","2",6,"Male","Sad",8,4,7,6,"20000",7,7,8,8,7
11,"Negative impact of the applicant on the job and seeing how they react in conditions","2","20","No","","1","","6","","Yes",6,6,5,5,2,2,6,7,5,5,5,4,6,6,6,2,6,2,2,2,"Male","",22,"Other (please indicate):","India",0,0,"20","University degree","Yes","Female","6",4,"Female","Angry",6,8,6,6,"8500",7,7,3,4,8
11,"to understand the implication of negative questioning on an applicant for a new job.","1","10","No","","1","","3","","No",7,7,7,2,2,2,3,5,4,5,5,5,5,5,5,6,5,5,3,1,"Female","",23,"United Kingdom","",NA,4,"20","Some graduate/postgraduate education","Yes","Male","5",4,"Male","Sad",5,4,6,8,"",5,6,7,8,6
11,"it was about how the division of power and hierarchy of management should exist. ","2","0","No","","7","","7","because emotional expression in the professional world really proves a negative outlook on a person, and that there should be a line between profession and feelings.","No",7,7,7,4,1,1,1,1,6,7,7,1,7,4,6,5,4,1,1,1,"Female","",19,"Other (please indicate):","United Arab emirates ",0,0,"19","High school degree/completed secondary school","Yes","Female","5",4,"Female","Sad",5,8,5,6,"50000",4,1,5,7,5
11,"to help students to understand how to answer negative questions at an interview ","1","10","No","","1","","7","I felt that her partner was equally guilty as she was and the fact that she blames him influenced me ","No",5,7,7,3,1,1,5,6,6,5,5,3,5,7,7,6,7,1,1,3,"Female","",18,"United Kingdom","",NA,NA,"18","High school degree/completed secondary school","Yes","Female","5",6,"Female","Sad",7,8,8,6,"55000",4,4,4,6,4
11,"Making decisions about hiring a candidate who was unhappy at his old job due to unforeseen circumstances which led to loss of accounts.","2","20","No","","1","","6","The candidate was angry, and that is a very strong emotion. It should be taken into consideration by his potential employers as one day he can feel the same way about something that happens at his new job","No",7,7,7,7,7,1,4,7,5,6,6,5,7,7,7,7,7,5,1,1,"Female","",21,"United Kingdom","",0,0,"20","University degree","Yes","Male","5",2,"Male","Sad",9,8,8,6,"20000",9,8,5,8,7
11,"The study is probably about understanding behavior and personality of a candidate and understanding if these characteristics of the people align with their job requirements.","2","10","No","","1","","1","","Yes",7,7,7,7,7,7,4,7,6,6,6,5,6,3,4,3,3,7,5,7,"Female","",21,"United Kingdom","",0,0,"21","Graduate/postgraduate degree (e.g., doctoral degree)","Yes","Female","1",6,"Female","Sad",9,9,9,6,"3000",5,5,8,7,3
